Latitude,Longitude,rhos_412,rhos_443,rhos_469,rhos_488,rhos_531,rhos_547,rhos_555,rhos_645,rhos_667,rhos_678,rhos_748,rhos_859,rhos_869,rhos_1240
41.959484,-83.157257,0.079733893,0.077316985,0.077768072,0.078103557,0.08170294,0.081480227,0.079589687,0.041490704,0.038180053,0.037675526,0.029688211,0.024579758,0.024473455,0.017180769
41.828621,-83.279388,0.081440702,0.071414448,0.077600643,0.078017242,0.105692178,0.122395135,0.121444136,0.072042853,0.063029766,0.054533318,0.054644648,0.039361212,0.038440254,0.014888742
41.868492,-83.254333,0.08721263,0.079356894,0.083431296,0.08336816,0.105054229,0.117009871,0.117352493,0.067719385,0.060144559,0.054974321,0.044924978,0.035176177,0.034831565,0.019972716
41.90818,-83.229401,0.077072591,0.071272358,0.06850867,0.066685379,0.068419732,0.06740927,0.06596645,0.03879308,0.03629094,0.035960834,0.030367913,0.025169032,0.025041871,0.015328939
41.95216,-83.193604,0.080352947,0.07392028,0.071187317,0.070301123,0.0735958,0.073453888,0.071601301,0.041788254,0.039185744,0.039344583,0.032467451,0.027003799,0.027065078,0.020577531
41.991623,-83.168976,0.087073706,0.08288198,0.081259847,0.08109045,0.082566626,0.082042262,0.080238938,0.048543114,0.046021905,0.046318367,0.040236935,0.034321677,0.034758713,0.032004267
41.835682,-83.301834,0.090442531,0.079447322,0.08345253,0.082831711,0.103688665,0.117416888,0.116202429,0.071772046,0.064018503,0.057008062,0.05843807,0.042956486,0.042487267,0.015356329
41.900871,-83.266182,0.08856146,0.080873087,0.079630069,0.078411281,0.08461415,0.087032318,0.086500287,0.053533304,0.049262967,0.048085675,0.040698275,0.034416921,0.034295093,0.021771571
41.934036,-83.226189,0.08296416,0.075573266,0.072399028,0.07072749,0.072543539,0.071742222,0.070099145,0.044298429,0.042152487,0.04258303,0.036633231,0.031010322,0.031196637,0.025732765
41.842754,-83.324341,0.095139541,0.083424084,0.087450512,0.087919466,0.11414656,0.129998907,0.128459826,0.080394469,0.071264513,0.062569283,0.06258858,0.042513806,0.041835561,0.037694044
41.897198,-83.28463,0.098116159,0.088833459,0.091408998,0.090936169,0.109244026,0.118989907,0.118730329,0.073725745,0.066751026,0.062375467,0.052600801,0.043041151,0.042807966,0.03216368
41.746155,-83.04184,0.079323538,0.068682432,0.074023306,0.074416377,0.095084712,0.107022837,0.106498271,0.062171768,0.0537927,0.047252562,0.044718809,0.032735441,0.032039776,0.011999109
41.774643,-83.013542,0.07267683,0.063961327,0.0699021,0.070632286,0.093816511,0.107280925,0.1063326,0.055455007,0.04787657,0.041999239,0.031941492,0.022895198,0.022249648,0.00825484
41.804569,-82.992729,0.071393922,0.062228736,0.067509271,0.068094321,0.089283116,0.100535341,0.099047855,0.048498377,0.04165706,0.037005544,0.025289554,0.018436611,0.017928403,0.007480212
41.724644,-83.09227,0.087666415,0.076390453,0.081280842,0.081470944,0.103858024,0.116016611,0.114020348,0.065261148,0.057565868,0.050715771,0.047049876,0.034488227,0.034026034,0.012502376
41.760441,-83.085777,0.077542849,0.069797449,0.074657097,0.075098932,0.093463823,0.103266209,0.101725169,0.051896684,0.045285061,0.040778093,0.029595828,0.021675576,0.021174319,0.008718098
41.793781,-83.046562,0.072378531,0.062762827,0.068253301,0.068803601,0.090938225,0.102847725,0.101670705,0.053395268,0.045768287,0.039985426,0.030558746,0.021614755,0.020986581,0.007711593
41.833,-83.022186,0.068504147,0.061301284,0.066191941,0.066920221,0.086048231,0.096055962,0.094955213,0.047534488,0.040918119,0.036548376,0.025249038,0.018430782,0.017965136,0.007792068
41.738911,-83.136475,0.07915511,0.067790911,0.074008189,0.074129798,0.098668054,0.112776496,0.11151249,0.064968139,0.056025095,0.048016302,0.053558357,0.039307702,0.038526308,0.012266241
41.768497,-83.115013,0.073005125,0.067837261,0.069789365,0.070032597,0.077641703,0.079695135,0.077929959,0.036890198,0.032933421,0.030988742,0.022772353,0.017524656,0.017039839,0.007824279
41.807964,-83.090401,0.068113126,0.062723063,0.063283674,0.063047834,0.067599721,0.067664571,0.065847754,0.03147221,0.028430387,0.027234234,0.020448828,0.015919326,0.015698563,0.008021859
41.847248,-83.065903,0.06716834,0.062473148,0.06362015,0.063929617,0.070063978,0.071243629,0.069411032,0.032682665,0.029378098,0.028055733,0.020530134,0.016145568,0.015856102,0.008493043
41.768204,-83.173576,0.07260941,0.065056421,0.06739521,0.067147367,0.077724524,0.082318351,0.081231877,0.039380912,0.034931775,0.032460991,0.026533142,0.020162048,0.019759338,0.008640397
41.79707,-83.144882,0.069302849,0.064362422,0.06397099,0.063320875,0.066398166,0.065924853,0.064144574,0.031828314,0.029090844,0.028006492,0.022073798,0.017328909,0.017051926,0.008526453
41.836521,-83.120201,0.068171203,0.063381299,0.063321948,0.063332938,0.068800442,0.069278941,0.06783881,0.03252615,0.029580927,0.028524917,0.021441443,0.017018337,0.016685436,0.008724265
41.86562,-83.096786,0.067261666,0.063418262,0.063425779,0.063352451,0.067762502,0.06796924,0.066223748,0.031646289,0.028774727,0.02782069,0.020993579,0.016759902,0.01645091,0.008926297
41.771584,-83.21418,0.075803153,0.065794282,0.070953153,0.071357779,0.093501844,0.105695657,0.105047479,0.056770634,0.048842121,0.042652696,0.04564542,0.034010395,0.033293538,0.010979956
41.811291,-83.189255,0.067783237,0.061902083,0.060394995,0.059361085,0.061707266,0.061118253,0.059800226,0.031521164,0.028787727,0.028024375,0.022761725,0.017855519,0.017678896,0.008914824
41.840061,-83.160522,0.068511508,0.063756272,0.063701794,0.063288867,0.068147264,0.068520173,0.066966213,0.033205774,0.030216239,0.02929784,0.022328893,0.017703576,0.017576125,0.009385835
41.879765,-83.140755,0.071022168,0.067250207,0.068107761,0.06822028,0.073795266,0.074254081,0.072387256,0.035725381,0.03272501,0.031639453,0.023786105,0.019311277,0.018995397,0.010722383
41.908432,-83.112305,0.072250143,0.069735177,0.071173549,0.07169988,0.078800604,0.079864115,0.07856372,0.038046535,0.034694158,0.033548318,0.02458081,0.019981662,0.019759139,0.011311416
41.954437,-82.937302,0.069074914,0.064399429,0.067568615,0.068426788,0.083584122,0.090541005,0.089219138,0.043946434,0.03938783,0.036860961,0.028728688,0.023372361,0.023275403,0.013865404
41.954254,-82.8806,0.071202219,0.065074243,0.06913738,0.069971994,0.088918149,0.098179728,0.097216681,0.049384266,0.04387895,0.040494319,0.030998098,0.02493244,0.024851982,0.015040797
41.950371,-82.785675,0.061198168,0.056168713,0.055996444,0.055341464,0.060656171,0.061612949,0.060678497,0.034050748,0.031192068,0.030306624,0.024742734,0.020648817,0.020536717,0.013441784
41.936211,-82.743523,0.055172864,0.051863406,0.051447358,0.051038794,0.054410029,0.054559372,0.053807296,0.029972924,0.027379885,0.026672939,0.020785963,0.017051129,0.016880626,0.010510182
41.916264,-82.712921,0.052729286,0.049184319,0.048459772,0.04840266,0.051298115,0.05159856,0.050883949,0.027909584,0.025349054,0.024706451,0.018603405,0.015011326,0.014876219,0.008668217
41.93671,-82.664978,0.05110915,0.047505815,0.045673262,0.045188159,0.046504337,0.046309318,0.045735147,0.025694896,0.023490205,0.023004834,0.018314535,0.01473487,0.014534942,0.007810517
41.950111,-82.729988,0.054908331,0.051032595,0.050115265,0.049396284,0.051977176,0.05194544,0.050840478,0.02886281,0.026650894,0.026049608,0.021284679,0.017718758,0.017400568,0.011020355
41.964291,-82.772079,0.062235326,0.057206452,0.056856364,0.055916738,0.061322853,0.062532417,0.061817545,0.034195621,0.031600807,0.030783415,0.025710031,0.02131705,0.021251028,0.013561283
41.98156,-82.741203,0.061480325,0.056859467,0.056221299,0.055535469,0.060961012,0.062531188,0.061751202,0.034327019,0.031393528,0.030511618,0.025771573,0.021290829,0.021234576,0.013172331
41.943314,-82.630699,0.051328316,0.046767585,0.044301938,0.04341431,0.04382344,0.043251559,0.042491946,0.024303872,0.022406904,0.02190128,0.018218588,0.014551872,0.014358985,0.007304045
41.973686,-82.610046,0.052406542,0.047382329,0.045709323,0.044494163,0.046214059,0.046178542,0.045260895,0.024830557,0.022954239,0.022428563,0.019668944,0.015683811,0.015423018,0.008718632
41.987865,-82.651543,0.053325597,0.049072359,0.047317006,0.046212643,0.048108932,0.048147906,0.047279097,0.026825426,0.024694864,0.024171868,0.021451455,0.017384108,0.017256765,0.010008157
41.998745,-82.710449,0.06106988,0.056507498,0.056293756,0.055770297,0.062829033,0.064955063,0.064169765,0.03432849,0.031155037,0.030162044,0.02588753,0.021298721,0.021237573,0.013175838
42.012039,-82.641884,0.061271183,0.057103936,0.056495167,0.055639613,0.060577199,0.061084449,0.059852701,0.030969018,0.028179066,0.027330518,0.02474913,0.019824617,0.019681046,0.01145814
41.987419,-82.596733,0.056573588,0.052119538,0.050758228,0.049788278,0.052951191,0.053306747,0.052087329,0.027680544,0.02531516,0.024607554,0.02221996,0.017554395,0.017406374,0.009580906
41.945995,-82.558876,0.053735353,0.049154796,0.047607567,0.046788357,0.049440056,0.049465287,0.048245288,0.025736496,0.023692723,0.02310504,0.019387905,0.015356373,0.015213882,0.007893956
41.921925,-82.568481,0.050514363,0.046197146,0.044668484,0.043550655,0.045015972,0.044925123,0.04409793,0.024376122,0.022502439,0.021933431,0.01785489,0.014215337,0.013989979,0.007423134
41.8978,-82.57811,0.049820438,0.045594566,0.04372758,0.042916242,0.044077724,0.043936178,0.04305739,0.023817372,0.021930989,0.021349892,0.016834119,0.013392929,0.013105839,0.006718661
41.880707,-82.60849,0.049109545,0.044990107,0.043819137,0.043345325,0.044777982,0.044610754,0.043828752,0.024102846,0.022066679,0.021477716,0.016528537,0.013165561,0.012863513,0.006286555
41.984657,-83.088936,0.07896322,0.077300645,0.078938499,0.080652244,0.088751376,0.090343446,0.088726178,0.045175094,0.041099679,0.039930955,0.03098497,0.025767954,0.025643209,0.016718725
41.96693,-83.063255,0.074020885,0.071044035,0.072376899,0.073090374,0.080206782,0.08154472,0.080194488,0.040803589,0.037279695,0.036260344,0.02816337,0.023179332,0.023151832,0.014685442
41.947567,-83.030113,0.06676504,0.063030399,0.063685574,0.063367233,0.068181567,0.068979919,0.067551032,0.033094637,0.030453179,0.029386427,0.024288487,0.019938326,0.019907519,0.011670631
41.933334,-82.986717,0.068401799,0.063148208,0.067106239,0.067504868,0.082558461,0.089177489,0.087803356,0.04247706,0.037514709,0.034881972,0.025635917,0.020484567,0.020242499,0.0112813
41.958076,-82.976601,0.068515345,0.063931838,0.067183971,0.067752376,0.081300035,0.087030716,0.08552938,0.041622236,0.037506606,0.03511833,0.027654923,0.022415057,0.022342548,0.012690201
41.977688,-83.009674,0.069829151,0.065322414,0.06558162,0.065093435,0.070224814,0.070802152,0.069087766,0.034871433,0.032370277,0.031377003,0.028157031,0.023252649,0.023343949,0.015314565
41.995384,-83.035194,0.070239067,0.066448018,0.065675505,0.065616854,0.068019636,0.067582138,0.065777145,0.034288593,0.031819575,0.031170443,0.02906812,0.024102438,0.024085715,0.015431926
42.00956,-83.07872,0.07744348,0.075171202,0.076409593,0.077376008,0.086695828,0.089031771,0.087758191,0.045768239,0.041619305,0.04041972,0.033189125,0.027482131,0.027531162,0.017465711
42.023781,-83.12249,0.086588092,0.085412875,0.087184004,0.088787712,0.095064782,0.096136361,0.094237275,0.052504435,0.048767224,0.047917973,0.041074514,0.035191949,0.035536028,0.025169345
41.926281,-83.080101,0.070519894,0.068485029,0.070334852,0.070956871,0.07816945,0.079361364,0.078326002,0.038243391,0.03489659,0.033669516,0.024680544,0.020243995,0.020036526,0.011705912
41.894241,-83.068489,0.066869095,0.063106626,0.06326478,0.063031875,0.067315042,0.067393474,0.065458477,0.031673517,0.02901254,0.028049853,0.022013864,0.017937295,0.017557338,0.010219237
41.865009,-83.033775,0.066451661,0.060463589,0.064562596,0.065252855,0.079665147,0.086288534,0.084710263,0.040056452,0.03540111,0.03249447,0.022291768,0.016943932,0.01659683,0.007988003
41.840092,-82.986374,0.067819983,0.061053932,0.065471657,0.065738104,0.081936926,0.089741535,0.088559426,0.042677283,0.036883663,0.03365412,0.022811616,0.017143479,0.01673186,0.007833385
41.822342,-82.960869,0.07035163,0.06174713,0.066627264,0.06778612,0.088886008,0.100558996,0.099217616,0.046980217,0.040637977,0.036343534,0.02408508,0.017906684,0.017502956,0.008146483
41.876621,-82.985359,0.067283258,0.06067029,0.06469851,0.065260805,0.080242731,0.086810872,0.085719608,0.041352987,0.036132999,0.03322234,0.022909487,0.017700639,0.017206326,0.00901094
41.90498,-83.014709,0.067008018,0.062313057,0.064927116,0.065515198,0.075233184,0.078348123,0.076296769,0.036244813,0.032602586,0.0307974,0.022665165,0.018201027,0.017931391,0.010222374
41.91914,-82.943542,0.067928851,0.062289495,0.064847976,0.065092593,0.07522653,0.078471169,0.07708592,0.037557963,0.033513635,0.03172484,0.023597078,0.019099584,0.018853385,0.010968921
41.904984,-82.900604,0.063682176,0.059475258,0.060003165,0.059606437,0.063956752,0.064070866,0.062454306,0.032003772,0.029309882,0.028362673,0.021958604,0.018096384,0.017876087,0.011283124
41.861267,-82.936783,0.06678693,0.060695749,0.063593082,0.06419573,0.075731903,0.080721878,0.079491116,0.036648177,0.032386657,0.030254113,0.020965112,0.016330227,0.016049132,0.008382913
41.850525,-82.876099,0.064913273,0.060350917,0.064134188,0.06535878,0.081015781,0.088665754,0.088004597,0.042791743,0.03703564,0.034176096,0.020955626,0.015993057,0.015665282,0.008033059
41.836441,-82.889938,0.065328427,0.05904704,0.063686788,0.06496606,0.082877681,0.092279702,0.091607504,0.044830877,0.038774088,0.035167571,0.021878766,0.016308118,0.015893711,0.007485638
41.805962,-82.85334,0.063807838,0.05945912,0.061861698,0.062097203,0.073181249,0.078369275,0.078167133,0.040228259,0.035986204,0.033770684,0.023358872,0.018379465,0.01848387,0.020489695
41.832848,-82.850914,0.063905269,0.058312848,0.061093602,0.061773267,0.074579068,0.080737464,0.080284961,0.04017856,0.035297062,0.0328505,0.021454502,0.016567001,0.016278652,0.008189921
41.871475,-82.827171,0.058965534,0.054683134,0.055241648,0.055078335,0.06160301,0.063548982,0.062659577,0.032157663,0.028931819,0.027846916,0.020236077,0.016319446,0.016156767,0.009443467
41.875153,-82.866074,0.060087517,0.055925291,0.056877922,0.057054259,0.063727759,0.06555777,0.064460143,0.032255929,0.028880946,0.027716199,0.01988611,0.015963754,0.0158234,0.009207074
41.915489,-82.847908,0.060311936,0.055288099,0.055330589,0.054636795,0.058294728,0.058297195,0.05704055,0.030878725,0.028446423,0.027645808,0.022098398,0.018232347,0.018120591,0.011950425
41.932972,-82.816727,0.061144877,0.056348894,0.055979732,0.054917611,0.059292354,0.059727985,0.058622628,0.032396894,0.029791009,0.029013855,0.023496913,0.0194414,0.019254912,0.012657473
41.885147,-82.757393,0.053694297,0.050137814,0.049144078,0.049051613,0.052328791,0.052753605,0.051959541,0.028914683,0.026210459,0.025520327,0.019367583,0.015857846,0.015711069,0.00917343
41.846725,-82.780914,0.055740289,0.051812768,0.051144924,0.051055238,0.054939009,0.055598322,0.054612871,0.029403713,0.026781321,0.025923761,0.01914973,0.015506948,0.015201104,0.009092947
41.816212,-82.800629,0.058936413,0.055691231,0.05578937,0.056187034,0.06190728,0.063809946,0.063301168,0.032851383,0.029649004,0.028463488,0.019853769,0.015607872,0.015462281,0.008226243
41.809387,-82.835732,0.063198261,0.058902837,0.060475245,0.060736395,0.069611736,0.073515601,0.073171474,0.037813615,0.034011774,0.032297798,0.022352999,0.017814456,0.017502027,0.009943872
41.791927,-82.867188,0.067628808,0.062457863,0.065117083,0.065544069,0.07778392,0.08385931,0.083561435,0.043927979,0.038979724,0.0363805,0.024563644,0.019229265,0.018856276,0.010097405
41.767086,-82.820602,0.072406344,0.069410659,0.068432234,0.067914329,0.071404174,0.071804971,0.071544006,0.046984624,0.044212814,0.043582637,0.036418714,0.032631233,0.032528773,0.023102745
41.735241,-82.75309,0.059700351,0.055246681,0.053955447,0.053296924,0.057452515,0.05753997,0.056542531,0.033978906,0.031626318,0.030891823,0.024193347,0.020135639,0.019898228,0.011349768
41.759781,-82.743172,0.055024579,0.050774563,0.049544428,0.048890062,0.052008681,0.052068599,0.051096018,0.028825153,0.026245672,0.025460301,0.019895118,0.015651343,0.015434699,0.008265916
41.78455,-82.789322,0.060741108,0.057943564,0.057673842,0.057468094,0.061006602,0.061437476,0.060750756,0.034842044,0.032426968,0.031574372,0.024889449,0.020854609,0.02082951,0.011467248
41.801922,-82.758163,0.05757647,0.054564986,0.054207001,0.053689759,0.05673223,0.057173885,0.056491032,0.031519629,0.028731974,0.027974475,0.021071251,0.016817696,0.016662925,0.008696692
41.784271,-82.733269,0.054113582,0.050595596,0.049771104,0.049410373,0.05263745,0.052979797,0.052205645,0.02906305,0.026403656,0.025584744,0.020125562,0.015969452,0.015802221,0.00873623
41.819221,-82.727135,0.053449817,0.050824769,0.050064247,0.049859073,0.053203963,0.053593427,0.052883614,0.029114649,0.026716735,0.025903916,0.019821601,0.016063737,0.015799616,0.00826846
41.849949,-82.707787,0.051805846,0.047876067,0.047243886,0.046920836,0.049767837,0.050092123,0.049054518,0.02621251,0.023706192,0.022907367,0.016811838,0.013307315,0.012930096,0.006790292
